game_str,play_id,thr_ts,acq_ts,arr_ts,target_base,nth_throw
y2_d041_XLB_RZQ,29,974017,973367,974917,first,2
y2_d041_XLB_RZQ,55,1859817,1859067,1860767,first,1
y2_d041_XLB_RZQ,75,2580367,2578767,2581267,first,1
y2_d041_XLB_RZQ,110,3994967,3994517,3995867,first,1
y2_d041_XLB_RZQ,114,4140867,4139917,4141517,second,1
y2_d041_XLB_RZQ,114,4142017,4141517,4142917,first,2
y2_d041_XLB_RZQ,129,4721117,4720417,4723567,first,1
y2_d041_XLB_RZQ,129,4729067,4726767,,,2
y2_d041_XLB_RZQ,163,5818717,5817467,5819867,first,1
y2_d041_XLB_RZQ,201,7207917,7206917,7208667,second,1
y2_d041_XLB_RZQ,201,7209317,7208667,7210317,first,2
y2_d041_XLB_RZQ,204,7404517,7403467,7405367,second,1
y2_d041_XLB_RZQ,204,7405917,7405367,7406917,first,2
y2_d041_XLB_RZQ,236,8651867,8650867,8652717,second,1
y2_d041_XLB_RZQ,236,8653317,8652717,8654217,first,2
y2_d041_XLB_RZQ,256,9458167,9457667,9458817,second,1
y2_d041_XLB_RZQ,256,9459617,9458817,9460467,first,2
y2_d041_XLB_RZQ,282,10450367,10449617,10451117,first,1
y2_d041_XLB_RZQ,285,10660867,10659367,10661817,first,1
y2_d041_XLB_RZQ,307,11308117,11307017,11309067,first,1
y2_d042_RZQ_YJD,9,158414,157264,159564,first,1
y2_d042_RZQ_YJD,24,521964,521064,523064,first,1
y2_d042_RZQ_YJD,50,1495164,1494314,1495764,first,1
y2_d042_RZQ_YJD,74,2379164,2378164,2379914,first,1
y2_d042_RZQ_YJD,87,2809214,2807814,2810214,first,1
y2_d042_RZQ_YJD,101,3273514,3272364,3274614,first,1
y2_d042_RZQ_YJD,107,3431064,3430264,3431614,second,1
y2_d042_RZQ_YJD,107,3432114,3431614,3433064,first,2
y2_d042_RZQ_YJD,129,4082364,4080764,4083464,first,1
y2_d042_RZQ_YJD,166,5355014,5354264,5355614,second,1
y2_d042_RZQ_YJD,166,5356314,5355614,5357214,first,2
y2_d042_RZQ_YJD,192,6289014,6287664,6289864,first,1
y2_d042_RZQ_YJD,277,9247264,9245514,9249364,first,1
y2_d042_RZQ_YJD,286,9721914,9721114,9723064,first,1
y2_d043_RZQ_YJD,88,2522151,2521201,2523101,first,1
y2_d043_RZQ_YJD,129,3898351,3897051,3899401,first,1
y2_d043_RZQ_YJD,159,4754551,4753801,4755351,first,1
y2_d043_RZQ_YJD,169,5077051,5075951,5078051,first,1
y2_d043_RZQ_YJD,181,5564801,5564101,5565601,first,1
y2_d043_RZQ_YJD,187,5699951,5699301,5701001,first,1
y2_d043_RZQ_YJD,240,7374901,7373601,7375701,first,1
y2_d043_RZQ_YJD,264,8373851,8372451,8375151,first,1
y2_d043_RZQ_YJD,289,9228101,9226801,9229151,first,1
y2_d043_RZQ_YJD,320,10466001,10464501,10467451,first,1
y2_d043_RZQ_YJD,350,11409151,11408501,11410151,first,1
y2_d044_RZQ_YJD,5,98788,98338,99288,second,1
y2_d044_RZQ_YJD,5,99988,99288,100788,first,2
y2_d044_RZQ_YJD,23,619038,618588,619588,first,1
y2_d044_RZQ_YJD,62,1865388,1863988,1865988,first,1
y2_d044_RZQ_YJD,110,3474638,3473938,3475588,first,1
y2_d044_RZQ_YJD,207,6738338,6736938,6739338,first,1
y2_d044_RZQ_YJD,214,6899238,6898588,6900538,first,1
y2_d044_RZQ_YJD,223,7238338,7237488,7239188,first,1
y2_d044_RZQ_YJD,251,8476638,8476138,8477738,first,1
y2_d044_RZQ_YJD,253,8535788,8533938,8536738,first,1
y2_d044_RZQ_YJD,256,8618688,8617688,8619788,first,1
y2_d044_RZQ_YJD,262,8903288,8901838,8904288,first,1
y2_d044_RZQ_YJD,269,9294288,9293738,9295438,first,1
y2_d045_IHI_YJD,4,59187,58537,59637,first,1
y2_d045_IHI_YJD,28,843037,841637,844037,first,1
y2_d045_IHI_YJD,101,2961787,2961337,2962237,second,1
y2_d045_IHI_YJD,101,2962837,2962237,2963687,first,2
y2_d045_IHI_YJD,112,3272687,3271187,3273687,first,1
y2_d045_IHI_YJD,124,3501187,3500487,3502187,first,1
y2_d045_IHI_YJD,155,4337487,4336437,4338387,first,1
y2_d045_IHI_YJD,181,5145387,5144087,5146187,first,1
y2_d045_IHI_YJD,187,5448987,5448437,5449487,second,1
y2_d045_IHI_YJD,187,5449937,5449487,5450787,first,2
y2_d045_IHI_YJD,192,5701487,5701137,5702137,second,1
y2_d045_IHI_YJD,192,5703037,5702137,5703787,first,2
y2_d045_IHI_YJD,241,7214037,7212687,7215137,first,1
y2_d045_IHI_YJD,244,7290787,7289837,7291687,first,1
y2_d046.5_IHI_YJD,25,669032,667882,670082,first,1
y2_d046.5_IHI_YJD,32,909482,908232,910682,first,1
y2_d046.5_IHI_YJD,81,2310632,2309432,2311682,first,1
y2_d046.5_IHI_YJD,104,2908632,2907782,2909732,first,1
y2_d046.5_IHI_YJD,163,4828982,4827382,4829632,first,1
y2_d046.5_IHI_YJD,215,6483882,6482432,6485132,first,1
y2_d046_IHI_YJD,5,93530,92580,94930,first,1
y2_d046_IHI_YJD,12,285430,284780,286130,second,1
y2_d046_IHI_YJD,12,286880,286130,287730,first,2
y2_d046_IHI_YJD,19,589130,587680,590830,first,1
y2_d046_IHI_YJD,26,749930,749030,750880,first,1
y2_d046_IHI_YJD,32,978730,977980,980030,first,1
y2_d046_IHI_YJD,56,1743680,1743080,1744430,first,1
y2_d046_IHI_YJD,78,2296580,2295930,2297580,first,1
y2_d046_IHI_YJD,87,2604380,2602830,2605730,first,1
y2_d046_IHI_YJD,99,2932780,2932180,2933280,first,1
y2_d046_IHI_YJD,129,3704230,3703380,3705130,first,1
y2_d046_IHI_YJD,143,4129330,4128630,4130280,second,1
y2_d046_IHI_YJD,143,4130980,4130280,4131730,first,2
y2_d046_IHI_YJD,147,4355280,4353930,4356130,first,1
y2_d046_IHI_YJD,165,4854830,4854230,4855380,second,1
y2_d046_IHI_YJD,165,4855980,4855380,4856880,first,2
y2_d046_IHI_YJD,171,5098530,5097830,5099530,first,1
y2_d046_IHI_YJD,200,5994980,5993780,5995930,first,1
y2_d047_IHI_YJD,7,119211,118561,119861,first,1
y2_d047_IHI_YJD,18,468711,467961,470611,first,1
y2_d047_IHI_YJD,52,1453561,1452661,1454661,first,1
y2_d047_IHI_YJD,64,1789611,1788211,1790611,first,1
y2_d047_IHI_YJD,71,2048061,2047111,2049061,first,1
y2_d047_IHI_YJD,75,2253261,2251761,2254211,first,1
y2_d047_IHI_YJD,77,2314011,2313211,2314561,second,1
y2_d047_IHI_YJD,77,2315311,2314561,2316111,first,2
y2_d047_IHI_YJD,109,3375811,3374861,3376811,first,1
y2_d047_IHI_YJD,115,3482461,3481161,3483211,first,1
y2_d047_IHI_YJD,147,4510411,4509961,4510911,first,1
y2_d047_IHI_YJD,167,5164161,5162911,5165161,first,1
y2_d047_IHI_YJD,242,8014211,8013511,8016311,first,1
y2_d048_DYE_RZQ,23,826397,825647,827697,first,1
y2_d048_DYE_RZQ,28,932397,931097,933197,first,1
y2_d048_DYE_RZQ,36,1254197,1252847,1255347,first,1
y2_d048_DYE_RZQ,64,2183697,2182697,2184447,first,1
y2_d048_DYE_RZQ,70,2359397,2358247,2360297,first,1
y2_d048_DYE_RZQ,100,3314747,3313597,3315697,first,1
y2_d048_DYE_RZQ,121,4155197,4154697,4155697,second,1
y2_d048_DYE_RZQ,121,4156497,4155697,4157247,first,2
y2_d048_DYE_RZQ,195,6793897,6793397,6794647,first,1
y2_d048_DYE_RZQ,205,7165547,7164647,7166697,first,1
y2_d048_DYE_RZQ,212,7637647,7636897,7638247,first,1
y2_d048_DYE_RZQ,255,9135097,9133647,9136247,first,1
y2_d048_DYE_RZQ,274,10336997,10336447,10337797,second,1
y2_d048_DYE_RZQ,274,10338247,10337797,10339297,first,2
y2_d048_DYE_RZQ,280,10550047,10549497,10550747,first,1
y2_d050_DYE_RZQ,21,644158,643808,644908,second,1
y2_d050_DYE_RZQ,21,645508,644908,646358,first,2
y2_d050_DYE_RZQ,36,1105058,1104658,1105558,second,1
y2_d050_DYE_RZQ,36,1106258,1105558,1106958,first,2
y2_d050_DYE_RZQ,40,1240558,1239758,1241308,first,1
y2_d050_DYE_RZQ,51,1634658,1633908,1635458,first,1
y2_d050_DYE_RZQ,60,2021208,2019158,2021858,first,1
y2_d050_DYE_RZQ,85,3104458,3103858,3105558,first,1
y2_d050_DYE_RZQ,107,3732358,3731258,3733608,first,1
y2_d050_DYE_RZQ,116,4090008,4088708,4090708,first,1
y2_d050_DYE_RZQ,131,4504008,4502858,4504708,first,1
y2_d050_DYE_RZQ,133,4597908,4596658,4598758,first,1
y2_d050_DYE_RZQ,135,4655358,4654408,4656458,first,1
y2_d050_DYE_RZQ,174,5987108,5986308,5988208,first,1
y2_d050_DYE_RZQ,224,7685258,7683408,7686558,first,1
y2_d050_DYE_RZQ,249,8594758,8593808,8595558,home,1
y2_d050_DYE_RZQ,249,8596058,8595558,8596908,first,2
y2_d050_DYE_RZQ,251,8664058,8663108,8664808,first,1
y2_d050_DYE_RZQ,263,9133558,9132008,9134508,first,1
y2_d050_DYE_RZQ,268,9251258,9249458,9251908,first,1
y2_d050_DYE_RZQ,316,10936458,10935008,10937258,first,1
y2_d051_DYE_RZQ,32,915821,915161,916481,second,1
y2_d051_DYE_RZQ,32,917207,916481,918065,first,2
y2_d051_DYE_RZQ,41,1217013,1215858,1218168,first,1
y2_d051_DYE_RZQ,87,2591959,2591332,2593048,first,1
y2_d051_DYE_RZQ,97,2823850,2823388,2824411,first,1
y2_d051_DYE_RZQ,113,3423527,3422174,3424682,first,1
y2_d051_DYE_RZQ,115,3477482,3475832,3478637,first,1
y2_d051_DYE_RZQ,156,4587405,4586217,4588725,first,1
y2_d051_DYE_RZQ,182,5348122,5347099,5349046,first,1
y2_d051_DYE_RZQ,219,6529424,6528830,6530150,first,1
y2_d051_DYE_RZQ,279,8502364,8501374,8503024,second,1
y2_d051_DYE_RZQ,279,8503783,8503024,8504641,first,2
y2_d051_DYE_RZQ,285,8789860,8789266,8790718,first,1
y2_d051_DYE_RZQ,306,9527510,9526553,9528104,first,1
y2_d051_DYE_RZQ,310,9738974,9737720,9739832,first,1
y2_d051_DYE_RZQ,317,9893810,9892226,9894734,first,1
y2_d052_PTB_YJD,34,887351,885951,888651,first,1
y2_d052_PTB_YJD,38,1011701,1010651,1012651,first,1
y2_d052_PTB_YJD,55,1626301,1625701,1627251,first,1
y2_d052_PTB_YJD,76,2190201,2189001,2191251,first,1
y2_d052_PTB_YJD,87,2572301,2571251,2573451,first,1
y2_d052_PTB_YJD,91,2646351,2645601,2647201,first,1
y2_d052_PTB_YJD,98,2843301,2841601,2843851,first,1
y2_d052_PTB_YJD,157,4529001,4528201,4530101,first,1
y2_d052_PTB_YJD,168,4876051,4874951,4876751,first,1
y2_d052_PTB_YJD,170,5035701,5034251,5036851,first,1
y2_d052_PTB_YJD,190,5574501,5573251,5575201,first,1
y2_d052_PTB_YJD,223,6586601,6585801,6587601,first,1
y2_d052_PTB_YJD,232,6982851,6982451,6983151,second,1
y2_d052_PTB_YJD,232,6983701,6983151,6984601,first,2
y2_d052_PTB_YJD,236,7179901,7178151,7180651,first,1
y2_d052_PTB_YJD,245,7405101,7404301,7406001,first,1
y2_d052_PTB_YJD,252,7669901,7668151,7670951,first,1
y2_d052_PTB_YJD,271,8334501,8333451,8335601,first,1
y2_d052_PTB_YJD,316,9838401,9837501,9840151,first,1
y2_d052_PTB_YJD,328,10343151,10342851,10344101,first,1
y2_d052_PTB_YJD,351,11225801,11224951,11227001,first,1
y2_d053_PTB_YJD,11,358255,356705,358905,first,1
y2_d053_PTB_YJD,17,448805,447905,449505,first,1
y2_d053_PTB_YJD,54,1519405,1517205,1520105,first,1
y2_d053_PTB_YJD,55,1549605,1547955,1550655,first,1
y2_d053_PTB_YJD,76,2023205,2021905,2024205,first,1
y2_d053_PTB_YJD,82,2176505,2175405,2177355,first,1
y2_d053_PTB_YJD,106,2874605,2873905,2875255,first,1
y2_d053_PTB_YJD,143,3949705,3948205,3951005,first,1
y2_d053_PTB_YJD,153,4255705,4255005,4256505,second,1
y2_d053_PTB_YJD,153,4257105,4256505,4258055,first,2
y2_d053_PTB_YJD,175,4975755,4973105,4976455,first,1
y2_d053_PTB_YJD,205,5861305,5860355,5862155,first,1
y2_d053_PTB_YJD,258,7623205,7622405,7624055,first,1
y2_d054_PTB_YJD,4,71430,70830,72530,first,1
y2_d054_PTB_YJD,53,1549880,1548780,1551080,first,1
y2_d054_PTB_YJD,60,1732630,1731530,1733580,first,1
y2_d054_PTB_YJD,76,2273280,2272280,2274330,first,1
y2_d054_PTB_YJD,96,2799230,2797430,2799930,first,1
y2_d054_PTB_YJD,135,3984930,3984280,3986080,first,1
y2_d054_PTB_YJD,141,4151480,4149080,4152430,first,1
y2_d054_PTB_YJD,170,5365430,5364630,5366180,first,1
y2_d054_PTB_YJD,183,5667480,5666730,5669130,first,1
y2_d054_PTB_YJD,189,5868580,5867280,5869680,first,1
y2_d054_PTB_YJD,203,6319630,6318830,6320380,first,1
y2_d054_PTB_YJD,235,7513280,7512280,7514330,first,1
y2_d054_PTB_YJD,239,7614380,7613530,7614980,first,1
y2_d054_PTB_YJD,277,8956130,8955380,8957230,first,1
y2_d055_IAK_RZQ,16,414917,414667,415667,second,1
y2_d055_IAK_RZQ,16,416267,415667,417167,first,2
y2_d055_IAK_RZQ,53,1553217,1552667,1553817,second,1
y2_d055_IAK_RZQ,53,1554367,1553817,1555167,first,2
y2_d055_IAK_RZQ,89,2857567,2856317,2858767,first,1
y2_d055_IAK_RZQ,139,4707167,4706267,4708167,first,1
y2_d055_IAK_RZQ,152,5138967,5137717,5139917,first,1
y2_d055_IAK_RZQ,159,5375067,5373867,5376117,first,1
y2_d055_IAK_RZQ,181,6037667,6036317,6038367,first,1
y2_d055_IAK_RZQ,263,8737517,8737367,8739467,first,1
y2_d056_IAK_RZQ,5,109664,108664,110664,first,1
y2_d056_IAK_RZQ,11,241214,240264,242414,first,1
y2_d056_IAK_RZQ,80,2594264,2593914,2594764,second,1
y2_d056_IAK_RZQ,80,2595264,2594764,2596164,first,2
y2_d056_IAK_RZQ,119,3891664,3890064,3892814,first,1
y2_d056_IAK_RZQ,123,4112164,4110514,4113464,first,1
y2_d056_IAK_RZQ,152,5057514,5056814,5058314,first,1
y2_d056_IAK_RZQ,162,5465364,5463364,5466514,first,1
y2_d056_IAK_RZQ,203,6821214,6820164,6822214,first,1
y2_d056_IAK_RZQ,220,7575214,7574064,7576314,first,1
y2_d056_IAK_RZQ,236,7961864,7960464,7963064,first,1
y2_d056_IAK_RZQ,247,8321764,8320664,8322864,first,1
y2_d056_IAK_RZQ,250,8496464,8495364,8498364,first,1
y2_d056_IAK_RZQ,278,9486564,9484264,9487714,first,1
y2_d056_IAK_RZQ,306,10426664,10425864,10427514,first,1
y2_d057.5_IAK_RZQ,2,33956,32006,34856,first,1
y2_d057.5_IAK_RZQ,15,426956,426356,427556,first,1
y2_d057.5_IAK_RZQ,45,1353356,1352856,1354206,first,1
y2_d057.5_IAK_RZQ,47,1399656,1398056,1400656,first,1
y2_d057.5_IAK_RZQ,51,1483206,1482106,1484256,first,1
y2_d057.5_IAK_RZQ,73,2216156,2215506,2217206,first,1
y2_d057.5_IAK_RZQ,84,2501006,2498956,2501456,first,1
y2_d057.5_IAK_RZQ,90,2785256,2783206,2786406,first,1
y2_d057.5_IAK_RZQ,94,2970506,2969756,2971756,first,1
y2_d057.5_IAK_RZQ,116,3612706,3611306,3613956,first,1
y2_d057.5_IAK_RZQ,125,3970556,3969206,3971306,first,1
y2_d057.5_IAK_RZQ,129,4074406,4072906,4075856,first,1
y2_d057.5_IAK_RZQ,144,4561806,4561506,4562456,second,1
y2_d057.5_IAK_RZQ,144,4563106,4562456,4563856,first,2
y2_d057.5_IAK_RZQ,152,4882956,4881806,4883806,first,1
y2_d057.5_IAK_RZQ,168,5466156,5464856,5467506,first,1
y2_d057.5_IAK_RZQ,172,5559806,5558506,5560656,first,1
y2_d057.5_IAK_RZQ,180,5914806,5913456,5915906,first,1
y2_d057.5_IAK_RZQ,202,6675506,6674406,6676806,first,1
y2_d057.5_IAK_RZQ,227,7556256,7555206,7557356,first,1
y2_d057.5_IAK_RZQ,235,7866256,7865656,7867306,first,1
y2_d057_IAK_RZQ,27,748005,746916,748632,second,1
y2_d057_IAK_RZQ,27,749358,748632,750150,first,2
y2_d057_IAK_RZQ,30,921585,920826,922278,first,1
y2_d057_IAK_RZQ,48,1341477,1340157,1342269,first,1
y2_d057_IAK_RZQ,51,1522285,1521493,1523869,first,1
y2_d057_IAK_RZQ,67,2067649,2066197,2068342,first,1
y2_d057_IAK_RZQ,79,2507308,2506384,2508100,first,1
y2_d057_IAK_RZQ,80,2540935,2540704,2541265,first,1
y2_d057_IAK_RZQ,84,2621191,2619937,2622346,first,1
y2_d057_IAK_RZQ,162,5737609,5736190,5738500,first,1
y2_d057_IAK_RZQ,166,5821693,5821000,5822155,first,1
y2_d057_IAK_RZQ,168,5869015,5867332,5869939,first,1
y2_d057_IAK_RZQ,175,6132949,6132388,6133345,first,1
y2_d057_IAK_RZQ,199,7008935,7007549,7009892,first,1
y2_d057_IAK_RZQ,202,7091468,7089752,7092524,first,1
y2_d057_IAK_RZQ,233,8026986,8026194,8027910,first,1
y2_d057_IAK_RZQ,260,8857630,8856838,8859445,first,1
y2_d057_IAK_RZQ,266,9027349,9025930,9028372,first,1
y2_d058_POW_YJD,52,1502109,1501509,1502859,first,1
y2_d058_POW_YJD,92,3151409,3150709,3152159,first,1
y2_d058_POW_YJD,146,4713009,4712359,4714209,first,1
y2_d058_POW_YJD,150,4870159,4869559,4870859,second,1
y2_d058_POW_YJD,150,4871459,4870859,4872259,first,2
y2_d058_POW_YJD,165,5423359,5420959,5424059,first,1
y2_d058_POW_YJD,167,5470159,5468909,5470959,first,1
y2_d058_POW_YJD,211,7017809,7017009,7018409,second,1
y2_d058_POW_YJD,211,7019209,7018409,7020009,first,2
y2_d058_POW_YJD,224,7490459,7489159,7491159,first,1
y2_d058_POW_YJD,272,9153809,9152559,9155059,first,1
y2_d058_POW_YJD,281,9624909,9624459,9625359,second,1
y2_d058_POW_YJD,281,9625909,9625359,9626759,first,2
y2_d058_POW_YJD,287,9817259,9815909,9817809,first,1
y2_d058_POW_YJD,293,10078459,10077009,10079109,first,1
y2_d059_POW_YJD,14,2369973,2369323,2370723,second,1
y2_d059_POW_YJD,14,2371173,2370723,2372023,first,2
y2_d059_POW_YJD,28,2798373,2797923,2798923,second,1
y2_d059_POW_YJD,28,2799623,2798923,2800523,first,2
y2_d059_POW_YJD,37,3030523,3029673,3031423,first,1
y2_d059_POW_YJD,57,3591523,3590673,3592373,first,1
y2_d059_POW_YJD,82,4459923,4458373,4460623,first,1
y2_d059_POW_YJD,87,4729923,4729323,4730673,second,1
y2_d059_POW_YJD,87,4731223,4730673,4732073,first,2
y2_d059_POW_YJD,101,5462373,5461273,5463373,first,1
y2_d059_POW_YJD,188,8533223,8532073,8533973,first,1
y2_d059_POW_YJD,197,8856773,8855623,8857473,first,1
y2_d059_POW_YJD,209,9391523,9390673,9392873,first,1
y2_d059_POW_YJD,210,9573523,9572573,9574273,first,1
y2_d059_POW_YJD,232,10237873,10236823,10239223,first,1
y2_d059_POW_YJD,267,11605273,11604473,11606123,first,1
y2_d059_POW_YJD,276,11879273,11878573,11879923,second,1
y2_d059_POW_YJD,276,11880423,11879923,11881273,first,2
y2_d059_POW_YJD,277,12080123,12078923,12080873,first,1
y2_d059_POW_YJD,328,1243173,1241873,1244273,first,1
y2_d060_POW_YJD,3,73401,71421,74457,first,1
y2_d060_POW_YJD,14,423333,422376,424356,first,1
y2_d060_POW_YJD,53,1584538,1583713,1585693,first,1
y2_d060_POW_YJD,79,2491577,2489927,2492600,first,1
y2_d060_POW_YJD,109,3350106,3348720,3351096,first,1
y2_d060_POW_YJD,170,5547875,5546621,5548865,first,1
y2_d060_POW_YJD,192,6315489,6314466,6316314,first,1
y2_d060_POW_YJD,210,6806134,6805441,6806959,second,1
y2_d060_POW_YJD,210,6807751,6806959,6808642,first,2
y2_d060_POW_YJD,211,6992023,6991132,6992947,first,1
y2_d060_POW_YJD,237,7790228,7789535,7791284,first,1
y2_d061_KIR_RZQ,49,1458666,1457216,1459416,first,1
y2_d061_KIR_RZQ,55,1734816,1734266,1735966,first,1
y2_d061_KIR_RZQ,56,1772816,1771916,1773766,first,1
y2_d061_KIR_RZQ,60,1862366,1861666,1863216,first,1
y2_d061_KIR_RZQ,162,5302866,5301616,5303566,first,1
y2_d061_KIR_RZQ,207,6883466,6882816,6884066,first,1
y2_d061_KIR_RZQ,236,8073566,8072866,8074266,second,1
y2_d061_KIR_RZQ,236,8074916,8074266,8075866,first,2
y2_d061_KIR_RZQ,255,8796766,8795816,8797566,first,1
y2_d062_KIR_RZQ,6,104067,103117,104817,first,1
y2_d062_KIR_RZQ,9,165167,163517,166417,first,1
y2_d062_KIR_RZQ,13,398617,397917,399267,first,1
y2_d062_KIR_RZQ,45,1369467,1368717,1370317,first,1
y2_d062_KIR_RZQ,56,1687767,1686767,1688817,first,1
y2_d062_KIR_RZQ,84,2755207,2754207,2756057,first,1
y2_d062_KIR_RZQ,137,5264517,5263617,5265367,first,1
y2_d062_KIR_RZQ,192,7452056,7451206,7452806,first,1
y2_d062_KIR_RZQ,233,8984753,8983453,8985703,first,1
y2_d062_KIR_RZQ,246,9492803,9492203,9493953,first,1
y2_d063_KIR_RZQ,41,1405637,1404837,1406437,first,1
y2_d063_KIR_RZQ,47,1547787,1546387,1549087,first,1
y2_d063_KIR_RZQ,88,2763587,2762787,2764587,first,1
y2_d063_KIR_RZQ,114,3742837,3741437,3743737,first,1
y2_d063_KIR_RZQ,117,3838337,3837737,3839287,first,1
y2_d063_KIR_RZQ,147,4821437,4820587,4822087,first,1
y2_d063_KIR_RZQ,157,5194837,5193037,5195787,first,1
y2_d063_KIR_RZQ,158,5338587,5337687,5339687,first,1
y2_d063_KIR_RZQ,185,6102137,6101287,6102837,second,1
y2_d063_KIR_RZQ,185,6103437,6102837,6104137,first,2
y2_d063_KIR_RZQ,241,8012287,8011537,8012687,second,1
y2_d063_KIR_RZQ,241,8013437,8012687,8014237,first,2
y2_d063_KIR_RZQ,243,8064587,8063387,8065437,first,1
y2_d063_KIR_RZQ,260,8838137,8837587,8838637,second,1
y2_d063_KIR_RZQ,260,8839237,8838637,8840087,first,2
y2_d063_KIR_RZQ,271,9317237,9316687,9317787,first,1
y2_d063_KIR_RZQ,293,10056537,10055487,10057287,first,1
y2_d064_ESW_YJD,6,127608,126658,128608,first,1
y2_d064_ESW_YJD,23,624408,623658,625358,first,1
y2_d064_ESW_YJD,27,854958,853808,856158,first,1
y2_d064_ESW_YJD,37,1080558,1079708,1081308,first,1
y2_d064_ESW_YJD,65,1931708,1930908,1932258,second,1
y2_d064_ESW_YJD,65,1933158,1932258,1934158,first,2
y2_d064_ESW_YJD,93,2935458,2934258,2936508,first,1
y2_d064_ESW_YJD,111,3518508,3516858,3519458,first,1
y2_d064_ESW_YJD,126,4093658,4092708,4094658,first,1
y2_d064_ESW_YJD,152,5007508,5006358,5008608,first,1
y2_d064_ESW_YJD,209,7101558,7100058,7102808,first,1
y2_d064_ESW_YJD,214,7381808,7380708,7382708,first,1
y2_d064_ESW_YJD,217,7459508,7458358,7460308,first,1
y2_d064_ESW_YJD,236,8224458,8223508,8225258,second,1
y2_d064_ESW_YJD,236,8225858,8225258,8226858,first,2
y2_d064_ESW_YJD,240,8521308,8520308,8522408,first,1
y2_d064_ESW_YJD,245,8691458,8691308,8691808,first,1
y2_d064_ESW_YJD,263,9265358,9264208,9266258,first,1
y2_d064_HKR_RZQ,18,691630,690080,692730,first,1
y2_d064_HKR_RZQ,35,1188330,1186880,1188930,first,1
y2_d064_HKR_RZQ,38,1348680,1347230,1349780,first,1
y2_d064_HKR_RZQ,42,1438630,1436380,1439530,first,1
y2_d064_HKR_RZQ,57,1929230,1927930,1929880,first,1
y2_d064_HKR_RZQ,64,2364680,2363480,2365730,first,1
y2_d064_HKR_RZQ,73,2540980,2540230,2541880,first,1
y2_d064_HKR_RZQ,84,2922380,2921880,2922980,second,1
y2_d064_HKR_RZQ,84,2923880,2922980,2924630,first,2
y2_d064_HKR_RZQ,87,3008530,3007980,3009430,first,1
y2_d064_HKR_RZQ,136,4483180,4481630,4484330,first,1
y2_d064_HKR_RZQ,138,4630980,4629530,4632030,first,1
y2_d064_HKR_RZQ,146,4822180,4820980,4823380,first,1
y2_d064_HKR_RZQ,160,5239480,5238280,5240580,first,1
y2_d064_HKR_RZQ,203,6890780,6890030,6894680,first,1
y2_d064_HKR_RZQ,207,7010130,7009480,7011280,first,1
y2_d064_HKR_RZQ,236,8194730,8193380,8195330,first,1
y2_d064_HKR_RZQ,260,9082030,9080930,9083480,first,1
y2_d064_HKR_RZQ,263,9172430,9171030,9173330,first,1
y2_d064_HKR_RZQ,287,10235530,10234630,10236680,first,1
y2_d065_ESW_YJD,3,53887,52337,55137,first,1
y2_d065_ESW_YJD,21,519287,518287,520237,first,1
y2_d065_ESW_YJD,31,817637,817087,818037,first,1
y2_d065_ESW_YJD,33,871687,870137,872687,first,1
y2_d065_ESW_YJD,35,1012787,1011437,1013637,first,1
y2_d065_ESW_YJD,39,1083437,1082687,1084687,first,1
y2_d065_ESW_YJD,54,1612987,1611737,1613587,first,1
y2_d065_ESW_YJD,79,2253737,2252537,2254787,first,1
y2_d065_ESW_YJD,97,2739637,2739187,2740237,second,1
y2_d065_ESW_YJD,97,2740837,2740237,2741537,first,2
y2_d065_ESW_YJD,100,2927387,2926637,2927887,first,1
y2_d065_ESW_YJD,102,3014437,3013837,3014987,third,1
y2_d065_ESW_YJD,102,3015737,3014987,3016937,first,2
y2_d065_ESW_YJD,138,4187287,4185487,4188587,first,1
y2_d065_ESW_YJD,144,4437987,4436937,4438637,first,1
y2_d065_ESW_YJD,160,4884987,4884037,4886037,first,1
y2_d065_ESW_YJD,207,6456337,6454587,6457187,first,1
y2_d065_ESW_YJD,216,6824287,6823487,6825437,first,1
y2_d065_ESW_YJD,226,7221587,7220687,7222637,first,1
y2_d065_ESW_YJD,227,7254737,7253487,7255837,first,1
y2_d065_ESW_YJD,236,7600337,7599187,7600837,first,1
y2_d065_ESW_YJD,247,8034537,8033137,8035287,first,1
y2_d065_ESW_YJD,268,8769237,8767487,8769987,first,1
y2_d065_ESW_YJD,278,9022687,9021537,9023987,first,1
y2_d065_HKR_RZQ,18,466771,466121,467721,first,1
y2_d065_HKR_RZQ,24,745871,744271,746971,first,1
y2_d065_HKR_RZQ,47,1503821,1502921,1504671,first,1
y2_d065_HKR_RZQ,48,1537971,1537321,1538621,first,1
y2_d065_HKR_RZQ,83,2739033,2738633,2739783,first,1
y2_d065_HKR_RZQ,89,2921833,2920833,2922733,second,1
y2_d065_HKR_RZQ,89,2923583,2922733,2924583,first,2
y2_d065_HKR_RZQ,98,3222983,3221883,3224133,first,1
y2_d065_HKR_RZQ,122,4087033,4086233,4088383,first,1
y2_d065_HKR_RZQ,126,4210233,4209333,4211033,first,1
y2_d065_HKR_RZQ,137,4542083,4541033,4542783,first,1
y2_d065_HKR_RZQ,154,5077333,5076783,5078033,first,1
y2_d065_HKR_RZQ,169,5691883,5691083,5692633,second,1
y2_d065_HKR_RZQ,169,5693333,5692633,5694183,first,2
y2_d065_HKR_RZQ,197,6612483,6611783,6613383,second,1
y2_d065_HKR_RZQ,197,6614033,6613383,6614783,first,2
